Subclass,Order,Superfamily,Family,Species_ID,Biovolume_mm3,Genus,Species,B0 Order
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy40,376.9992126,Thyasira,Thyasira subcircularis ,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy41,39.96773963,Thyasira,Thyasira subequatoria,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy42,581.4415833,Thyasira,Thyasira biscayensis,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy43,10.96122346,Thyasira,Thyasira atlantica,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy45,2.259682557,Thyasira,Thyasira bushae,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy61,61.72899541,Thyasira,Thyasira sp. 2c,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy62,61.72899541,Thyasira,Thyasira sp. 3,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy63,61.72899541,Thyasira,Thyasira sp. 4,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy64,61.72899541,Thyasira,Thyasira sp. 8a,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy65,61.72899541,Thyasira,Thyasira sp. 9,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy66,61.72899541,Thyasira,Thyasira sp. 15,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy67,61.72899541,Thyasira,Thyasira sp. 28,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy68,61.72899541,Thyasira,Thyasira sp. 30,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy69,61.72899541,Thyasira,Thyasira sp. 32,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy70,61.72899541,Thyasira,Thyasira sp. 34,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy71,61.72899541,Thyasira,Thyasira sp. 40,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy73,61.72899541,Thyasira,Thyasira sp. 47a,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy74,61.72899541,Thyasira,Thyasira sp. 47b,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy75,61.72899541,Thyasira,Thyasira sp. 65,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy76,61.72899541,Thyasira,Thyasira sp. 67,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy77,61.72899541,Thyasira,Thyasira sp. 72,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy78,61.72899541,Thyasira,Thyasira sp. 98,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy79,61.72899541,Thyasira,Thyasira sp. 128,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy80,61.72899541,Thyasira,Thyasira sp. 186,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy82,61.72899541,Thyasira,Thyasira sp. 188b,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy83,61.72899541,Thyasira,Thyasira sp. 202,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy84,61.72899541,Thyasira,Thyasira sp. 210,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy85,61.72899541,Thyasira,Thyasira sp. 239,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy86,61.72899541,Thyasira,Thyasira sp. 243,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy87,61.72899541,Thyasira,Thyasira sp. 280,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy88,61.72899541,Thyasira,Thyasira sp. 297,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy89,61.72899541,Thyasira,Thyasira sp. 299,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy90,61.72899541,Thyasira,Thyasira sp. 306,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy91,61.72899541,Thyasira,Thyasira sp. 309,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy92,61.72899541,Thyasira,Thyasira sp. 314,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy93,61.72899541,Thyasira,Thyasira sp. 318,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy94,61.72899541,Thyasira,Thyasira sp. 323,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy95,61.72899541,Thyasira,Thyasira sp. 328,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy97,61.72899541,Thyasira,Thyasira sp. 330,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy98,61.72899541,Thyasira,Thyasira sp. 334,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy99,61.72899541,Thyasira,Thyasira sp. 346a,0.42
Heterodonta,Veneroida,Lucinoidea,Thyasiridae,Thy109,61.72899541,Thyasira ,Thyasira platyssima,0.42
Heterodonta,Veneroida,Veneroidea,Veneridae,Ven106,164.11,Veneridae,Veneridae sp. 280,0.42
Heterodonta,Veneroida,Veneroidea,Veneridae,Ven107,164.11,Veneridae,Veneridae sp. h,0.42
Heterodonta,Veneroida,Galeommatoidea,,Gal21,164.11,Galeommatoidea ,Galeommatoidea sp.,0.42
Protobranchia,Nuculoida,Nuculoidea,Lametilidae,Lam3,17.16322609,Lametila,Lametila abyssorum,0.28
Protobranchia,Nuculoida,Nuculoidea,Lametilidae,Lam1,9.945483,Phaseolus,Phaseolus sp. c,0.28
Protobranchia,Nuculoida,Nuculoidea,Lametilidae,Lam5,9.945483,Phaseolus,Phaseolus sp. b,0.28
Protobranchia,Nuculoida,Nuculoidea,Lametilidae,Lam6,9.945483,Phaseolus,Phaseolus sp. d,0.28
Protobranchia,Nuculoida,Nuculoidea,Lametilidae,Lam4,9.945483,Phaseolus ,Phaseolus sp. a,0.28
Protobranchia,Nuculoida,Nuculoidea,Lametilidae,Lam2,5.215023401,Prelametila,Prelametila clarkei,0.28
Protobranchia,Nuculoida,Nuculoidea,Lametilidae,Lam7,5.215023401,Prelametila,Prelametila sp. 247,0.28
Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,Mal10,1825.794564,Malletia,Malletia pallida,0.28
Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,Mal11,5858.385898,Malletia,Malletia polita,0.28
Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,Mal12,1221.27404,Malletia,Malletia grasslei,0.28
Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,Mal13,167.2689139,Malletia,Malletia malita,0.28
Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,Mal14,51.529,Malletia,Malletia surinamensis,0.28
Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,Mal15,813.3563341,Malletia,Malletia obtusa,0.28
Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,Mal21,860.7890797,Malletia,Malletia sp.,0.28
Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,Mal7,305.1873586,Malletia,Malletia abyssorum,0.28
Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,Mal8,344.6050624,Malletia,Malletia cuneata,0.28
Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,Mal9,1818.852831,Malletia,Malletia johnsoni,0.28
Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,Mal22,860.7890797,Malletia ,Malletia succisa atlantica,0.28
Protobranchia,Nuculoida,Nuculanoidea,Neilonellidae,Nei10,279.9495605,Neilonella,Neilonella hampsoni,0.28
Protobranchia,Nuculoida,Nuculanoidea,Neilonellidae,Nei16,347.1706026,Neilonella,Neilonella seguenza,0.28
Protobranchia,Nuculoida,Nuculanoidea,Neilonellidae,Nei7,260.6805556,Neilonella,Neilonella salicensis,0.28
Protobranchia,Nuculoida,Nuculanoidea,Neilonellidae,Nei8,541.0732285,Neilonella,Neilonella whoii,0.28
Protobranchia,Nuculoida,Nuculanoidea,Neilonellidae,Nei9,294.8848427,Neilonella ,Neilonella corpulenta,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc218,56.22288357,Ledella,Ledella sandersi,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc220,23.49057091,Ledella,Ledella ultima,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc225,139.8862442,Ledella,Ledella acinula,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc227,93.43181483,Ledella,Ledella jamesi,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc228,106.6526108,Ledella,Ledella pustulosa,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc229,33.40008,Ledella,Ledella sublevis,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc232,14.93002612,Ledella,Ledella aberrata,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc236,16.65178859,Ledella,Ledella oxira,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc237,139.8862442,Ledella,Ledella galathea,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc239,16.01133518,Ledella,Ledella parva,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc244,58.47179892,Ledella,Ledella sp.,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc226,45.36305066,Ledella ,Ledella acuminata,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc233,20.54788015,Ledella ,Ledella lusitanensis ,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc234,141.7513941,Ledella ,Ledella similis,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc223,1188.389473,Nuculana,Nuculana vestita,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc241,231.2011247,Nuculana,Nuculana commutata,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc246,219.2788804,Nuculana,Nuculana acuta,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc224,732.1789808,Propeleda,Propeleda carpenteri,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc242,558.4251735,Propeleda,Propeleda paucistriata,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc243,1558.900315,Propeleda,Propeleda louiseae,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc281,100.9900314,Tindariopsis,Tindariopsis sp.,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,Nuc230,100.9900314,Tindariopsis ,Tindariopsis aeoleta,0.28
Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae ,Nuc282,139.4434244,Nuculanidae ,Nuculanidae sp.,0.28
Protobranchia,Nuculoida,Nuculoidea,Nuculidae,Nuc117,118.5300167,Brevinucula,Brevinucula subtriangularis,0.28
Protobranchia,Nuculoida,Nuculoidea,Nuculidae,Nuc19,175.8506324,Brevinucula,Brevinucula verrilli,0.28
Protobranchia,Nuculoida,Nuculoidea,Nuculidae,Nuc18,225.0307636,Deminucula,Deminucula atacellana,0.28
Protobranchia,Nuculoida,Nuculoidea,Nuculidae,Nuc115,6123.6,Nucula,Nucula callicredemna,0.28
Protobranchia,Nuculoida,Nuculoidea,Nuculidae,Nuc124,6123.6,Nucula,Nucula sp. 330,0.28
Protobranchia,Nuculoida,Nuculoidea,Nuculidae,Nuc125,6123.6,Nuculidae,Nuculidae sp. 280,0.28
Protobranchia,Nuculoida,Nuculoidea,Nuculidae,Nuc110,155.2844283,Nuculoidea,Nuculoidea bushae,0.28
Protobranchia,Nuculoida,Nuculoidea,Nuculidae,Nuc112,16.93401592,Nuculoma,Nuculoma granulosa,0.28
Protobranchia,Nuculoida,Nuculoidea,Nuculidae,Nuc113,669.6788726,Nuculoma,Nuculoma perforata,0.28
Protobranchia,Nuculoida,Nuculoidea,Nuculidae,Nuc114,34.02267843,Nuculoma,Nuculoma similis,0.28
Protobranchia,Nuculoida,Nuculoidea,Nuculidae,Nuc116,6.346724705,Nuculoma,Nuculoma elongata,0.28
Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,Pri4,0.734693878,Microgloma,Microgloma turnerae,0.28
Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,Pri5,0.598512699,Microgloma,Microgloma sp. s,0.28
Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,Pri8,0.83919051,Microgloma,Microgloma yongei,0.28
Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,Pri9,0.31752,Microgloma,Microgloma pusilla,0.28
Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,Pri1,47.94462013,Pristigloma,Pristigloma nitens,0.28
Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,Pri6,21.00280226,Pristigloma,Pristigloma sp. a,0.28
Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,Pri7,6.675489927,Pristigloma,Pristigloma alba,0.28
Protobranchia,Nuculoida,Nuculanoidea,Siliculidae,Sil3,44.5268492,Silicula,Silicula filatovae,0.28
Protobranchia,Nuculoida,Nuculanoidea,Siliculidae,Sil4,31.08369596,Silicula,Silicula fragilis,0.28
Protobranchia,Nuculoida,Nuculanoidea,Siliculidae,Sil5,306.286144,Silicula,Silicula mcalesteri,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin10,36.10988189,Pseudotindaria,Pseudotindaria championi,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin20,80.48339241,Pseudotindaria,Pseudotindaria sp.,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin6,151.3149967,Pseudotindaria,Pseudotindaria erebus,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin11,275.1517831,Spinula,Spinula hilleri,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin12,657.8476907,Spinula,Spinula scheltemai,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin21,277.3983073,Spinula,Spinula sp.,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin7,82.98494105,Spinula,Spinula filatovae,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin8,46.04498523,Spinula ,Spinula subexcisa,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin18,53.12330779,Tindaria,Tindaria perrieri,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin19,53.12330779,Tindaria,Tindaria sp. 188,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin3,142.6516385,Tindaria,Tindaria agatheda,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin4,8.835259858,Tindaria,Tindaria miniscula,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin9,83.94192118,Tindaria,Tindaria hessleri,0.28
Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,Tin5,498.9699632,Tindaria ,Tindaria callistiformis,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol11,281.5064094,Portlandia,Portlandia lenticula,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol18,6.498115118,Portlandia,Portlandia minuta,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol40,53.60970396,Portlandia,Portlandia abyssorum,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol86,58.04297286,Portlandia ,Portlandia sp.,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol14,132.566866,Yoldiella,Yoldiella frigida,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol20,235.6715528,Yoldiella,Yoldiella bilanta,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol21,186.6169729,Yoldiella,Yoldiella biscayensis,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol22,80.48014359,Yoldiella,Yoldiella blanda,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol23,236.3918475,Yoldiella,Yoldiella capensis,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol24,64.02452705,Yoldiella,Yoldiella curta,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol25,45.58873276,Yoldiella,Yoldiella ella,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol26,24.22943253,Yoldiella,Yoldiella enata,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol27,49.55581075,Yoldiella,Yoldiella extensa,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol28,475.48229,Yoldiella,Yoldiella jeffreysi,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol29,34.95387328,Yoldiella,Yoldiella inconspicua,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol30,25.26772009,Yoldiella,Yoldiella insculpta,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol31,46.72800386,Yoldiella,Yoldiella lata,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol32,136.2870694,Yoldiella,Yoldiella lucida,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol33,102.3568442,Yoldiella,Yoldiella obesa,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol34,12.4192172,Yoldiella,Yoldiella ovata,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol35,17.29737877,Yoldiella,Yoldiella perplexa,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol36,52.5929559,Yoldiella,Yoldiella pseudolata,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol37,29.2219333,Yoldiella,Yoldiella robusta,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol38,49.24036803,Yoldiella,Yoldiella subcircularis,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol39,52.5929559,Yoldiella,Yoldiella subequilateria,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol42,28.29310736,Yoldiella,Yoldiella argentinensis,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol43,10.04626612,Yoldiella,Yoldiella artipica,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol44,2.423119271,Yoldiella,Yoldiella biguttata,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol46,16.02184589,Yoldiella,Yoldiella hanna,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol47,11.21227953,Yoldiella,Yoldiella similis,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol48,21.33463408,Yoldiella,Yoldiella sinuosa,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol49,43.27413559,Yoldiella,Yoldiella veletta,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol50,35.56730466,Yoldiella,Yoldiella similiris,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol73,35.04639564,Yoldiella,Yoldiella dissimilis,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol84,52.5929559,Yoldiella,Yoldiella sp. 246,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol87,52.5929559,Yoldiella,Yoldiella sp.,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol19,7.429981293,Yoldiella ,Yoldiella americana,0.28
Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,Yol45,13.6059775,Yoldiella ,Yoldiella fabula,0.28
Protobranchia,Solemyoida,Manzanelloidea,Manzanellidae,Man5,13.234375,Nucinella,Nucinella pretiosa,0.28
Protobranchia,Solemyoida,Solemyoidea,Solemyidae,Sol113,980,Solemya,Solemya sp.,0.28
Protobranchia,Solemyoida,Solemyoidea,Solemyidae,Sol114,980,Solemya,Solemya sp. 195,0.28
Protobranchia,Solemyoida,Solemyoidea,Solemyidae,Sol115,980,Solemya,Solemya sp. 237,0.28
Protobranchia,Solemyoida,Solemyoidea,Solemyidae,Sol116,980,Solemya,Solemya sp. 259,0.28
Protobranchia,Solemyoida,Solemyoidea,Solemyidae,Sol117,980,Solemya,Solemya sp. 280,0.28
Protobranchia,Solemyoida,Solemyoidea,Solemyidae,Sol118,980,Solemya,Solemya sp. 293,0.28
Protobranchia,Solemyoida,Solemyoidea,Solemyidae,Sol119,980,Solemya,Solemya acherax,0.28
Protobranchia,Solemyoida,Solemyoidea,Solemyidae,Sol19,15106.65144,Solemya,Solemya grandis,0.28
Pteriomorphia,Arcoida,Arcoidea,Arcidae,Arc11,573.6763467,Bathyarca,Bathyarca inaequisculpta,0.26
Pteriomorphia,Arcoida,Arcoidea,Arcidae,Arc12,140.9638754,Bathyarca,Bathyarca pectunculoides,0.26
Pteriomorphia,Arcoida,Arcoidea,Arcidae,Arc47,867.9268769,Bathyarca,Bathyarca sp. 245,0.26
Pteriomorphia,Arcoida,Arcoidea,Arcidae,Arc48,867.9268769,Bathyarca,Bathyarca sp.,0.26
Pteriomorphia,Arcoida,Arcoidea,Arcidae,Arc7,17902.65306,Bathyarca,Bathyarca glacialis,0.26
Pteriomorphia,Arcoida,Arcoidea,Arcidae,Arc14,6319.944598,Bentharca,Bentharca nodulosa,0.26
Pteriomorphia,Arcoida,Arcoidea,Arcidae,Arc9,2086.1893,Bentharca,Bentharca asperula,0.26
Pteriomorphia,Arcoida,Limopsoidea,Limopsidae,Lim111,1202.364426,Limopsis,Limopsis minuta,0.26
Pteriomorphia,Arcoida,Limopsoidea,Limopsidae,Lim126,841.3938355,Limopsis,Limopsis sp. 239,0.26
Pteriomorphia,Arcoida,Limopsoidea,Limopsidae,Lim127,841.3938355,Limopsis,Limopsis sp.,0.26
Pteriomorphia,Arcoida,Limopsoidea,Limopsidae,Lim13,102185.1206,Limopsis,Limopsis tenella,0.26
Pteriomorphia,Arcoida,Limopsoidea,Limopsidae,Lim16,3928.442398,Limopsis,Limopsis aurita,0.26
Pteriomorphia,Arcoida,Limopsoidea,Limopsidae,Lim110,3526.241933,Limopsis ,Limopsis surinamensis,0.26
Pteriomorphia,Arcoida,Limopsoidea,Limopsidae,Lim128,5528.528214,Limopsis ,Limopsis subovata,0.26
Pteriomorphia,Arcoida,Limopsoidea,Limopsidae,Lim17,1692.754156,Limopsis ,Limopsis cristata,0.26
Pteriomorphia,Arcoida,Limopsoidea,Limopsidae,Lim18,367.3065518,Limopsis ,Limopsis galathea,0.26
Pteriomorphia,Arcoida,Limopsoidea,Limopsidae,Lim19,393.7580796,Limopsis ,Limopsis spicata,0.26
Pteriomorphia,Limoida,Limoidea,Limidae,Lim211,40.84988107,Limatula,Limatula laminifera,0.52
Pteriomorphia,Limoida,Limoidea,Limidae,Lim212,396.3681616,Limatula,Limatula subovata,0.52
Pteriomorphia,Limoida,Limoidea,Limidae,Lim217,5.815681427,Limatula,Limatula louiseae,0.52
Pteriomorphia,Limoida,Limoidea,Limidae,Lim218,180.3921581,Limatula,Limatula margaretae,0.52
Pteriomorphia,Limoida,Limoidea,Limidae,Lim219,853.1899956,Limatula,Limatula smithi,0.52
Pteriomorphia,Limoida,Limoidea,Limidae,Lim220,117.1753306,Limatula,Limatula celtica,0.52
Pteriomorphia,Limoida,Limoidea,Limidae,Lim223,5.632045714,Limatula,Limatula bisecta,0.52
Pteriomorphia,Limoida,Limoidea,Limidae,Lim270,118.7609887,Limatula ,Limatula sp. 3,0.52
Pteriomorphia,Limoida,Limoidea,Limidae,Lim214,106.1931971,Limea,Limea sarsi,0.52
Pteriomorphia,Limoida,Limoidea,Limidae,Lim224,205.8214108,Limea,Limea argentineae,0.52
Pteriomorphia,Limoida,Limoidea,Limidae,Lim271,106.1931971,Limea,Limea sp. 240,0.52
Pteriomorphia,Limoida,Limoidea,Limidae,Lim213,6.701296978,Limea ,Limea lirata,0.52
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt136,12573.73265,Adipicola,Adipicola simpsoni,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt139,213.347622,Dacrydium,Dacrydium sp. 2,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt142,213.347622,Dacrydium,Dacrydium sp. L,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt23,359.2893703,Dacrydium,Dacrydium vitreum,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt41,174.1648793,Dacrydium,Dacrydium abyssorum,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt42,97.88569161,Dacrydium,Dacrydium angulare,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt43,533.8246896,Dacrydium,Dacrydium ockelmanni,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt44,113.5607482,Dacrydium,Dacrydium sandersi,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt74,172.7021244,Dacrydium,Dacrydium wareni,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt141,223.8420517,Dacrydium ,Dacrydium sp.,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt75,48.472871,Dacrydium ,Dacrydium hedleyi,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt144,4478.015392,Modiolarca,Modiolarca tumida,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt143,4478.015392,Modiolus,Modiolus sp.,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt10,346004.6953,Musculus,Musculus discors,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt137,2449.159784,Mytilidae,Mytilidae sp. 115,0.55
Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,Myt138,2012.758673,Mytilidae,Mytilidae sp. 330,0.55
Pteriomorphia,Ostreoida,Anomioidea,Anomiidae ,Ano7,3380,Anomiidae ,Anomiidae sp. S29,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec16,8694.33187,Delectopecten,Delectopecten vitreus,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec17,8694.33187,Delectopecten,Delectopecten sp. a,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec87,449119.8674,Flexopecten,Flexopecten proteus,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec22,8089.797549,Hyalopecten,Hyalopecten undatus ,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec83,8089.797549,Hyalopecten,Hyalopecten parvulinus,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec84,8089.797549,Hyalopecten,Hyalopecten sp. a,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec85,8089.797549,Hyalopecten,Hyalopecten sp. e,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec78,60687.74154,Pectinidae,Pectinidae sp. a,0.45
